2165.4,1291.099494015963,585.0,1331.5,1872.5,2522.75,6416.0
212.6,127.44643228999497,136.0,160.0,167.5,185.0,761.0
273.53333333333336,219.56316086537697,145.0,165.25,179.5,270.75,1076.0
3132.2,1389.0639467914577,841.0,2296.25,2861.0,3796.75,8018.0
6144.766666666666,4404.381569828354,1765.0,3515.5,4853.5,7284.5,21777.0
3992.5666666666666,2552.761097231825,728.0,1962.25,3327.5,5599.0,10805.0
3380.8,2294.761025797074,838.0,2047.0,2725.5,3956.5,9634.0
2247.8,1250.7611861692808,560.0,1321.25,1983.5,2953.25,6087.0
2113.4666666666667,1503.0344877162227,184.0,1060.5,1648.0,2688.25,6473.0
743.1333333333333,535.4817188890465,165.0,406.0,600.0,912.0,2030.0
895.0,745.8129098853976,137.0,297.75,682.0,1463.5,2742.0
3002.266666666667,1768.007078573233,1019.0,1713.0,2466.5,3697.75,7555.0
2390.0333333333333,1589.034373520562,323.0,1549.5,1964.5,3092.75,7242.0
3708.1666666666665,2472.5912707024636,1201.0,2169.0,2801.5,4149.5,11771.0
3068.4,2106.2921597131217,692.0,1440.75,2427.5,4473.75,7602.0
3184.9666666666667,2065.369257848186,1064.0,2050.0,2767.5,3695.0,12445.0
1401.7666666666667,985.586598771595,276.0,734.0,1063.0,1757.75,4584.0
367.93333333333334,197.27836683982486,155.0,267.25,338.0,467.5,1071.0
1654.8666666666666,1166.3685977199173,192.0,886.75,1339.5,2194.0,5138.0
151.0,4.806604651504227,145.0,150.0,150.0,150.0,170.0
208.96666666666667,110.40567305930506,150.0,155.0,160.0,175.0,618.0
822.2666666666667,629.9571377501003,155.0,366.75,636.5,1035.5,2701.0
158.83333333333334,6.390096504226938,150.0,155.0,155.0,160.0,175.0
2332.0333333333333,1196.0050883104,769.0,1339.0,2249.5,2792.5,5223.0
2616.0666666666666,2010.2642978291278,188.0,1176.0,1987.0,3217.5,7083.0
3329.3333333333335,2434.7544425264527,1124.0,2053.0,2637.0,3565.5,13794.0
1491.8,1413.0247429319597,262.0,622.5,916.0,1778.0,5752.0
528.0333333333333,438.93566281626516,153.0,192.0,350.5,791.5,2011.0
2003.5,1247.2846300166864,365.0,1244.0,1552.0,2450.25,5139.0
3749.6,1857.320030730225,1280.0,2428.75,3192.5,5037.5,9213.0
847.8333333333334,620.2420041227141,176.0,500.25,642.5,1082.5,3051.0
2582.633333333333,1134.2063755326235,1009.0,1650.25,2229.0,3387.5,4724.0
3691.233333333333,1538.6821876894019,1597.0,2441.25,3529.5,4855.75,8293.0
2445.133333333333,1250.9444358600406,785.0,1624.75,2136.5,3017.5,5591.0
1079.4333333333334,616.7034543236422,309.0,610.25,1025.5,1315.0,2550.0
1699.1333333333334,773.329511484809,428.0,1134.5,1708.5,2284.5,3785.0
2367.8333333333335,2020.2768516892095,342.0,981.0,2048.0,2769.0,8951.0
1021.2666666666667,623.5187652145785,211.0,593.25,819.0,1296.75,2311.0
1598.7666666666667,953.4678514130201,307.0,725.0,1559.0,2174.75,3652.0
1953.3666666666666,1012.9210570503961,608.0,1135.75,1865.0,2681.75,5044.0
1952.4666666666667,791.4303390755217,719.0,1430.75,1822.0,2583.75,3536.0
1912.7333333333333,1288.3086461776509,523.0,966.25,1475.5,2518.0,4685.0
2926.3333333333335,1388.6111228759162,603.0,2186.0,2522.0,3410.25,6213.0
507.3333333333333,297.2374336351715,155.0,321.5,473.5,586.0,1422.0
3109.0,1832.8054621451142,1176.0,1619.0,2764.0,3866.0,8214.0
2152.233333333333,1164.8287630061498,551.0,1405.0,1851.0,2952.25,5036.0
1546.9666666666667,1436.0219113526985,176.0,631.25,1190.5,1684.75,7477.0
1251.5666666666666,730.2255052418719,288.0,742.75,956.5,1519.0,2818.0
2536.2,1702.2125844789834,440.0,1372.5,2292.5,2765.5,7605.0
2190.1666666666665,1517.4760143155438,335.0,921.0,1776.0,3185.75,6612.0
2673.8333333333335,1421.2975393640484,559.0,1486.5,2578.0,3429.5,6120.0
3793.9333333333334,2686.522594465699,913.0,2102.0,3068.0,4284.75,12565.0
2451.2,1384.6008861015162,351.0,1480.5,2108.5,2794.25,6108.0
2020.3,1703.3235493566992,427.0,1005.75,1655.5,2062.5,7613.0
2426.5666666666666,1722.4317349634487,686.0,1165.5,1712.0,3356.25,6989.0
2839.3333333333335,1430.387247622447,643.0,1911.0,2444.5,3446.25,5995.0
428.5,378.79425313340823,157.0,183.0,229.0,570.75,1655.0
1721.0333333333333,1384.180860300773,386.0,760.25,1146.5,2045.25,5381.0
